T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20
27.761,26.555,26.516,28.372,26.683,26.242,25.589,26.196,25.095,27.949,28.585,28.654,28.604,28.191,29.862,20.776,21.038,27.526,27.987,19.309
27.772,26.626,26.467,28.333,26.707,26.253,25.655,26.215,25.111,27.946,28.547,28.621,28.604,28.167,29.862,20.727,21.01,27.521,27.949,19.372
27.78,26.645,26.415,28.415,26.707,26.264,25.728,26.207,25.095,27.927,28.56,28.627,28.582,28.15,29.867,20.696,20.925,27.518,27.99,19.339
27.848,26.664,26.483,28.391,26.718,26.275,25.761,26.193,25.119,27.925,28.525,28.589,28.585,28.142,29.84,20.705,20.96,27.529,27.949,19.317
27.816,26.621,26.455,28.387,26.704,26.283,25.794,26.216,25.115,27.924,28.519,28.604,28.598,28.147,29.848,20.715,20.955,27.518,27.952,19.289
27.832,26.678,26.536,28.425,26.704,26.294,25.845,26.219,25.123,27.911,28.5,28.585,28.565,28.145,29.837,20.718,20.966,27.502,27.943,19.35
27.816,26.633,26.497,28.501,26.706,26.31,25.825,26.223,25.146,27.926,28.509,28.592,28.584,28.147,29.839,20.696,21.015,27.485,27.94,19.407
27.811,26.661,26.496,28.44,26.703,26.326,25.863,26.229,25.12,27.927,28.489,28.595,28.603,28.155,29.825,20.704,20.946,27.517,27.94,19.357
27.798,26.651,26.538,28.429,26.718,26.316,25.89,26.251,25.127,27.913,28.487,28.625,28.598,28.184,29.863,20.726,20.941,27.528,27.97,19.333
27.801,26.654,26.491,28.483,26.705,26.337,25.948,26.246,25.133,27.919,28.485,28.622,28.617,28.197,29.854,20.72,21.001,27.545,27.951,19.388
27.796,26.666,26.486,28.473,26.728,26.335,25.984,26.282,25.151,27.942,28.493,28.625,28.614,28.197,29.867,20.725,21.002,27.547,27.978,19.431
27.796,26.661,26.483,28.49,26.722,26.354,26.003,26.263,25.164,27.942,28.471,28.63,28.63,28.186,29.865,20.714,20.958,27.585,27.97,19.387
27.777,26.699,26.524,28.487,26.712,26.378,26.014,26.282,25.175,27.934,28.46,28.587,28.625,28.213,29.859,20.7,21.002,27.55,27.942,19.341
27.826,26.712,26.472,28.451,26.714,26.37,26.014,26.296,25.202,27.945,28.466,28.638,28.625,28.251,29.867,20.756,21.04,27.558,27.951,19.338
27.804,26.688,26.535,28.509,26.747,26.375,26.046,26.293,25.202,27.95,28.444,28.625,28.638,28.216,29.854,20.775,20.991,27.601,28.002,19.374
27.791,26.685,26.521,28.446,26.742,26.392,26.065,26.318,25.189,27.945,28.458,28.592,28.625,28.216,29.859,20.769,21.065,27.541,27.94,19.429
27.832,26.732,26.505,28.476,26.731,26.397,26.076,26.315,25.238,27.958,28.447,28.608,28.646,28.27,29.843,20.794,21.15,27.52,27.937,19.426
27.824,26.702,26.565,28.509,26.766,26.414,26.112,26.329,25.246,27.953,28.439,28.608,28.652,28.24,29.878,20.775,21.087,27.599,27.97,19.398
27.84,26.751,26.597,28.476,26.769,26.422,26.144,26.353,25.268,27.945,28.433,28.614,28.644,28.23,29.865,20.753,21.073,27.593,27.953,19.365
27.84,26.764,26.54,28.503,26.761,26.425,26.171,26.345,25.295,27.98,28.43,28.617,28.657,28.249,29.862,20.736,21.021,27.577,27.98,19.398
27.859,26.761,26.576,28.5,26.777,26.449,26.248,26.356,25.287,27.988,28.436,28.647,28.668,28.243,29.87,20.75,21.024,27.585,27.929,19.42
27.845,26.715,26.674,28.503,26.782,26.444,26.231,26.372,25.303,27.994,28.433,28.644,28.695,28.303,29.884,20.769,21.093,27.604,27.975,19.379
27.897,26.726,26.644,28.49,26.799,26.457,26.286,26.405,25.325,28.013,28.425,28.663,28.698,28.292,29.908,20.783,21.046,27.623,27.986,19.363
27.875,26.816,26.655,28.509,26.793,26.479,26.321,26.41,25.311,28.032,28.441,28.644,28.69,28.27,29.9,20.745,21.076,27.634,27.997,19.296
27.883,26.821,26.644,28.552,26.801,26.482,26.348,26.419,25.344,28.032,28.458,28.644,28.717,28.292,29.903,20.739,21.046,27.618,27.994,19.365
27.878,26.753,26.679,28.509,26.807,26.514,26.414,26.432,25.369,28.051,28.463,28.663,28.693,28.298,29.922,20.764,21.038,27.631,27.972,19.467
27.935,26.821,26.701,28.563,26.81,26.509,26.425,26.446,25.374,28.051,28.468,28.671,28.715,28.328,29.955,20.778,21.095,27.629,27.978,19.5
27.911,26.83,26.657,28.536,26.81,26.517,26.496,26.446,25.388,28.067,28.46,28.709,28.761,28.314,29.963,20.778,21.021,27.664,27.989,19.404
27.897,26.84,26.633,28.498,26.848,26.542,26.536,26.478,25.393,28.114,28.479,28.698,28.783,28.328,29.974,20.709,20.991,27.683,28.027,19.299
27.919,26.832,26.698,28.571,26.845,26.544,26.531,26.489,25.418,28.084,28.468,28.712,28.799,28.36,30.012,20.711,21.018,27.653,28.021,19.332
27.952,26.849,26.715,28.536,26.85,26.561,26.523,26.497,25.428,28.141,28.488,28.739,28.799,28.404,29.993,20.698,21.06,27.675,28.046,19.36
27.962,26.879,26.709,28.558,26.84,26.569,26.591,26.522,25.428,28.138,28.507,28.747,28.818,28.398,30.044,20.789,21.057,27.694,28.035,19.387
27.976,26.903,26.668,28.639,26.848,26.577,26.594,26.536,25.507,28.184,28.493,28.755,28.872,28.464,30.064,20.794,21.175,27.667,28.019,19.357
27.96,26.919,26.693,28.626,26.886,26.588,26.555,26.576,25.499,28.204,28.526,28.777,28.897,28.477,30.085,20.761,21.079,27.669,28.04,19.343
27.957,26.911,26.774,28.631,26.872,26.607,26.613,26.601,25.543,28.214,28.523,28.818,28.878,28.447,30.085,20.789,21.076,27.71,28.068,19.371
27.976,26.879,26.766,28.609,26.908,26.61,26.667,26.606,25.548,28.242,28.547,28.826,28.93,28.472,30.123,20.783,21.038,27.729,28.087,19.396
27.99,26.919,26.791,28.653,26.902,26.621,26.7,26.634,25.554,28.28,28.567,28.84,28.921,28.513,30.148,20.72,21.051,27.74,28.081,19.387
28.003,26.952,26.785,28.642,26.921,26.664,26.7,26.661,25.6,28.291,28.575,28.856,28.965,28.535,30.172,20.706,21.137,27.708,28.095,19.368
28.022,26.944,26.845,28.694,26.932,26.656,26.741,26.674,25.605,28.337,28.58,28.878,29.014,28.537,30.178,20.731,21.06,27.74,28.108,19.376
28.007,26.988,26.897,28.739,26.96,26.71,26.761,26.708,25.643,28.391,28.614,28.924,29.049,28.622,30.213,20.723,21.122,27.748,28.114,19.407
28.035,27.053,26.816,28.726,26.993,26.677,26.823,26.741,25.66,28.399,28.639,28.916,29.055,28.589,30.254,20.745,21.025,27.795,28.155,19.332
28.12,27.029,26.894,28.759,27.026,26.712,26.903,26.778,25.697,28.414,28.642,28.964,29.092,28.616,30.254,20.793,21.08,27.841,28.186,19.348
28.142,27.1,26.911,28.784,27.02,26.758,26.882,26.772,25.726,28.445,28.678,28.985,29.135,28.673,30.298,20.732,21.101,27.788,28.192,19.248
28.121,27.111,26.95,28.775,27.039,26.745,26.91,26.824,25.753,28.467,28.701,29.028,29.143,28.717,30.352,20.767,21.157,27.825,28.217,19.335
28.14,27.078,26.969,28.8,27.036,26.767,26.91,26.821,25.802,28.492,28.712,29.028,29.162,28.761,30.368,20.786,21.133,27.844,28.236,19.453
28.22,27.146,26.991,28.848,27.099,26.798,26.988,26.875,25.82,28.534,28.728,29.067,29.198,28.722,30.377,20.765,21.038,27.856,28.219,19.375
28.185,27.117,27.033,28.828,27.088,26.81,27.054,26.894,25.794,28.568,28.74,29.1,29.203,28.717,30.404,20.752,21.019,27.913,28.23,19.312
28.238,27.163,27.038,28.921,27.089,26.817,27.109,26.928,25.821,28.592,28.781,29.138,29.266,28.744,30.447,20.716,21.079,27.905,28.252,19.312
28.249,27.188,27.068,28.945,27.13,26.855,27.15,26.928,25.889,28.627,28.795,29.154,29.252,28.769,30.475,20.774,21.14,27.913,28.26,19.287
28.263,27.214,27.029,28.894,27.137,26.847,27.165,26.962,25.901,28.664,28.832,29.176,29.29,28.807,30.491,20.752,21.104,27.987,28.328,19.339
28.308,27.282,27.126,28.99,27.156,26.882,27.242,27.002,25.928,28.668,28.841,29.196,29.32,28.845,30.521,20.812,21.17,27.987,28.322,19.416
28.317,27.277,27.082,28.935,27.189,26.904,27.283,27.038,25.964,28.701,28.854,29.245,29.358,28.853,30.567,20.809,21.104,28.047,28.35,19.37
28.299,27.201,27.121,28.959,27.191,26.91,27.307,27.019,25.956,28.719,28.897,29.258,29.396,28.867,30.581,20.724,21.041,28.028,28.35,19.24
28.347,27.304,27.145,28.982,27.216,26.909,27.365,27.081,25.996,28.739,28.904,29.305,29.394,28.853,30.597,20.774,21.071,28.063,28.358,19.254
28.366,27.331,27.093,29.002,27.215,26.945,27.434,27.105,26.007,28.803,28.934,29.322,29.469,28.94,30.67,20.798,21.114,28.101,28.433,19.347
28.361,27.315,27.141,28.997,27.23,26.953,27.496,27.123,26.038,28.801,28.952,29.342,29.456,28.951,30.698,20.762,21.079,28.136,28.442,19.394
28.396,27.343,27.16,28.986,27.26,26.958,27.558,27.148,26.06,28.831,28.963,29.391,29.497,28.926,30.733,20.718,20.996,28.139,28.461,19.353
28.372,27.245,27.219,29.035,27.253,26.975,27.574,27.175,26.08,28.898,29.009,29.45,29.561,29.042,30.759,20.759,21.063,28.169,28.498,19.294
28.435,27.369,27.218,29.134,27.267,27.016,27.554,27.206,26.093,28.926,29.017,29.439,29.578,29.054,30.809,20.715,21.009,28.174,28.512,19.297
28.381,27.318,27.176,29.029,27.29,26.994,27.589,27.221,26.132,28.958,29.07,29.513,29.644,29.11,30.835,20.776,21.07,28.242,28.548,19.336
28.39,27.37,27.18,29.068,27.304,27.029,27.626,27.278,26.157,29.009,29.087,29.529,29.684,29.142,30.889,20.773,21.103,28.272,28.561,19.338
28.435,27.338,27.227,29.133,27.335,27.01,27.675,27.262,26.165,29.017,29.112,29.542,29.676,29.11,30.89,20.761,21.046,28.256,28.547,19.341
28.43,27.321,27.244,29.129,27.301,27.062,27.742,27.305,26.17,29.056,29.151,29.598,29.707,29.153,30.933,20.795,21.183,28.294,28.575,19.341
28.42,27.372,27.213,29.091,27.338,27.065,27.773,27.35,26.197,29.086,29.188,29.643,29.758,29.177,30.976,20.783,21.054,28.334,28.623,19.36
28.436,27.464,27.24,29.146,27.352,27.065,27.805,27.358,26.226,29.11,29.215,29.662,29.785,29.21,31.019,20.736,21.043,28.353,28.678,19.308
28.434,27.377,27.267,29.19,27.363,27.103,27.767,27.361,26.267,29.159,29.247,29.676,29.834,29.243,31.044,20.725,21.164,28.315,28.686,19.299
28.464,27.426,27.254,29.16,27.379,27.114,27.844,27.404,26.297,29.184,29.275,29.706,29.867,29.281,31.063,20.786,21.104,28.394,28.724,19.266
28.469,27.467,27.3,29.165,27.409,27.111,27.873,27.429,26.316,29.192,29.299,29.728,29.877,29.289,31.101,20.786,21.054,28.462,28.762,19.319
28.57,27.464,27.267,29.198,27.412,27.133,27.925,27.47,26.305,29.23,29.329,29.779,29.924,29.281,31.131,20.789,21.01,28.476,28.776,19.333
28.532,27.459,27.314,29.249,27.401,27.152,27.939,27.462,26.335,29.271,29.326,29.796,29.943,29.365,31.164,20.803,21.159,28.435,28.762,19.379
28.54,27.464,27.322,29.304,27.428,27.173,27.955,27.494,26.395,29.307,29.378,29.815,29.94,29.392,31.191,20.847,21.239,28.478,28.765,19.286
28.526,27.459,27.3,29.307,27.474,27.201,27.933,27.521,26.428,29.356,29.405,29.861,30.005,29.422,31.224,20.825,21.181,28.454,28.776,19.333
28.562,27.459,27.374,29.334,27.447,27.212,27.985,27.535,26.428,29.347,29.419,29.902,30.033,29.414,31.251,20.811,21.181,28.536,28.83,19.335
28.597,27.538,27.357,29.268,27.485,27.19,28.015,27.592,26.444,29.372,29.468,29.935,30.057,29.455,31.278,20.805,21.14,28.546,28.857,19.335
28.621,27.57,27.349,29.334,27.496,27.222,28.02,27.592,26.496,29.445,29.49,29.948,30.101,29.466,31.316,20.808,21.181,28.565,28.86,19.269
28.594,27.549,27.406,29.337,27.512,27.233,28.07,27.617,26.51,29.435,29.514,29.984,30.131,29.466,31.346,20.805,21.098,28.612,28.898,19.253
28.602,27.54,27.395,29.372,27.559,27.239,28.121,27.625,26.523,29.448,29.542,30.008,30.169,29.463,31.368,20.825,21.12,28.639,28.926,19.277
28.649,27.587,27.409,29.375,27.569,27.244,28.14,27.666,26.523,29.478,29.563,30.03,30.196,29.52,31.392,20.747,21.074,28.62,28.947,19.264
28.646,27.581,27.442,29.435,27.564,27.252,28.11,27.663,26.559,29.541,29.604,30.049,30.226,29.58,31.425,20.786,21.142,28.664,28.964,19.31
28.654,27.633,27.434,29.448,27.583,27.312,28.083,27.717,26.567,29.56,29.607,30.114,30.242,29.572,31.461,20.772,21.109,28.666,29.01,19.291
28.657,27.66,27.485,29.475,27.578,27.304,28.138,27.737,26.591,29.59,29.64,30.125,30.275,29.594,31.504,20.838,21.197,28.702,29.002,19.357
28.698,27.636,27.532,29.454,27.589,27.318,28.181,27.766,26.621,29.631,29.678,30.161,30.299,29.575,31.51,20.833,21.142,28.772,29.054,19.283
28.703,27.617,27.534,29.503,27.646,27.326,28.2,27.764,26.627,29.652,29.708,30.202,30.327,29.651,31.567,20.781,21.131,28.742,29.083,19.239
28.736,27.66,27.529,29.524,27.64,27.348,28.181,27.807,26.629,29.685,29.738,30.226,30.346,29.637,31.591,20.797,21.087,28.759,29.086,19.258
28.711,27.606,27.578,29.514,27.654,27.356,28.189,27.824,26.654,29.71,29.762,30.251,30.398,29.708,31.613,20.83,21.159,28.751,29.089,19.261
28.793,27.704,27.537,29.59,27.665,27.378,28.195,27.851,26.676,29.726,29.787,30.278,30.378,29.725,31.627,20.783,21.164,28.767,29.111,19.286
28.796,27.723,27.523,29.603,27.703,27.372,28.206,27.884,26.717,29.772,29.822,30.308,30.471,29.749,31.659,20.814,21.203,28.824,29.152,19.25
28.818,27.734,27.567,29.533,27.719,27.386,28.285,27.892,26.755,29.783,29.833,30.346,30.471,29.787,31.697,20.855,21.206,28.879,29.162,19.299
28.807,27.709,27.583,29.568,27.727,27.402,28.285,27.884,26.747,29.805,29.871,30.357,30.496,29.76,31.733,20.814,21.162,28.903,29.195,19.28
28.842,27.726,27.624,29.636,27.727,27.413,28.323,27.935,26.747,29.821,29.915,30.392,30.555,29.763,31.782,20.781,21.109,28.914,29.225,19.217
28.853,27.706,27.613,29.669,27.738,27.432,28.355,27.952,26.757,29.857,29.906,30.449,30.569,29.809,31.795,20.803,21.109,28.941,29.252,19.244
28.839,27.742,27.627,29.666,27.752,27.432,28.402,27.987,26.768,29.878,29.966,30.455,30.591,29.831,31.828,20.772,21.14,28.949,29.228,19.244
28.891,27.832,27.602,29.671,27.76,27.448,28.385,28.001,26.815,29.906,29.983,30.479,30.596,29.844,31.836,20.75,21.159,28.93,29.258,19.233
28.894,27.775,27.66,29.661,27.765,27.459,28.413,27.995,26.839,29.944,29.999,30.504,30.613,29.869,31.883,20.739,21.071,28.966,29.266,19.209
28.924,27.78,27.668,29.701,27.801,27.462,28.448,28.039,26.828,29.944,30.026,30.564,30.629,29.842,31.902,20.756,21.107,28.974,29.296,19.225
28.945,27.851,27.651,29.715,27.801,27.465,28.453,28.044,26.834,29.993,30.056,30.566,30.643,29.91,31.926,20.778,21.112,29.009,29.32,19.2
28.943,27.873,27.621,29.759,27.809,27.484,28.478,28.058,26.853,30.012,30.097,30.618,30.697,29.953,31.951,20.786,21.054,29.015,29.304,19.217
28.918,27.788,27.687,29.731,27.82,27.492,28.489,28.096,26.85,30.014,30.127,30.613,30.749,29.964,31.97,20.761,21.123,29.064,29.337,19.236
28.967,27.84,27.684,29.72,27.828,27.503,28.505,28.112,26.869,30.05,30.157,30.654,30.741,29.981,32.019,20.695,20.996,29.064,29.358,19.189
28.943,27.829,27.676,29.816,27.858,27.498,28.502,28.11,26.872,30.074,30.179,30.659,30.757,30.019,32.038,20.681,20.988,29.096,29.364,19.118
29.011,27.911,27.684,29.816,27.88,27.498,28.516,28.142,26.891,30.077,30.198,30.708,30.795,30.043,32.057,20.728,21.024,29.135,29.394,19.151
28.967,27.903,27.687,29.832,27.883,27.503,28.462,28.167,26.921,30.115,30.233,30.724,30.806,30.043,32.057,20.706,21.098,29.099,29.443,19.206
29.003,27.881,27.717,29.829,27.858,27.536,28.453,28.161,26.924,30.148,30.263,30.76,30.836,30.087,32.114,20.692,21.118,29.083,29.446,19.173
29.038,27.897,27.758,29.808,27.885,27.549,28.413,28.197,26.951,30.183,30.304,30.776,30.879,30.076,32.139,20.739,21.153,29.148,29.462,19.143
29.054,27.938,27.752,29.865,27.907,27.552,28.404,28.205,26.962,30.208,30.301,30.844,30.899,30.158,32.177,20.72,21.107,29.105,29.497,19.129
29.082,27.916,27.747,29.944,27.932,27.571,28.339,28.216,26.975,30.23,30.358,30.852,30.918,30.144,32.185,20.753,21.12,29.121,29.527,19.214
29.073,27.892,27.796,29.897,27.929,27.579,28.29,28.24,27.016,30.265,30.38,30.893,30.939,30.209,32.228,20.712,21.12,29.124,29.497,19.255
29.087,27.998,27.782,29.876,27.945,27.568,28.304,28.259,27.013,30.284,30.424,30.915,31.024,30.212,32.242,20.786,21.2,29.205,29.557,19.228
29.122,27.949,27.828,29.925,27.989,27.557,28.331,28.284,27.002,30.292,30.429,30.937,30.953,30.185,32.258,20.728,21.005,29.205,29.563,19.145
29.158,27.954,27.826,29.903,27.981,27.574,28.377,28.289,27.008,30.317,30.462,30.945,30.983,30.239,32.288,20.731,21.046,29.257,29.579,19.162
29.152,27.98,27.833,30.01,27.979,27.587,28.371,28.31,27.006,30.315,30.489,31.01,31.007,30.22,32.34,20.709,21.037,29.284,29.609,19.236
29.17,28.055,27.834,29.992,28.005,27.616,28.413,28.336,26.999,30.362,30.531,31.032,31.07,30.31,32.361,20.731,21.067,29.281,29.625,19.288
29.141,27.969,27.85,29.964,28.014,27.622,28.344,28.326,27.025,30.397,30.552,31.043,31.078,30.302,32.373,20.728,21.111,29.312,29.661,19.162
29.268,28.067,27.906,30.04,28.068,27.64,28.372,28.359,27.04,30.41,30.623,31.099,31.085,30.315,32.397,20.746,21.035,29.316,29.665,19.106
29.353,28.146,27.9,30.092,28.087,27.651,28.366,28.356,27.053,30.434,30.618,31.093,31.131,30.332,32.43,20.694,21.079,29.313,29.673,19.128
29.301,28.119,27.943,30.118,28.087,27.659,28.339,28.397,27.093,30.457,30.633,31.131,31.131,30.315,32.468,20.716,21.079,29.34,29.711,19.094
29.349,28.162,27.992,30.112,28.123,27.675,28.28,28.41,27.099,30.463,30.698,31.168,31.188,30.419,32.482,20.697,21.093,29.297,29.709,19.111
29.331,28.172,27.923,30.142,28.141,27.677,28.243,28.402,27.103,30.53,30.722,31.207,31.25,30.421,32.519,20.734,21.07,29.377,29.787,19.204
29.375,28.149,27.938,30.19,28.138,27.694,28.233,28.422,27.082,30.542,30.746,31.242,31.261,30.399,32.557,20.726,21.044,29.43,29.822,19.283
29.332,28.173,27.944,30.148,28.14,27.707,28.221,28.449,27.112,30.579,30.807,31.267,31.286,30.526,32.602,20.801,21.277,29.435,29.836,19.221
29.348,28.146,28.004,30.164,28.175,27.696,28.147,28.463,27.123,30.625,30.851,31.283,31.289,30.463,32.638,20.743,21.183,29.438,29.877,19.185
29.353,28.192,27.987,30.123,28.167,27.71,28.177,28.465,27.112,30.639,30.878,31.316,31.34,30.559,32.651,20.746,21.145,29.498,29.888,19.138
29.4,28.186,28.076,30.214,28.204,27.707,28.121,28.483,27.147,30.655,30.936,31.356,31.381,30.602,32.683,20.767,21.203,29.464,29.92,19.162
29.386,28.239,28,30.242,28.192,27.71,28.124,28.487,27.143,30.659,30.961,31.378,31.411,30.629,32.719,20.803,21.219,29.544,29.936,19.234
29.425,28.198,28.041,30.187,28.2,27.691,28.16,28.525,27.116,30.689,30.974,31.4,31.389,30.594,32.725,20.762,21.158,29.56,29.969,19.3
29.4,28.208,28.019,30.23,28.218,27.729,28.151,28.518,27.158,30.701,31.026,31.438,31.408,30.637,32.762,20.786,21.159,29.598,30.009,19.333
29.433,28.189,28.006,30.292,28.207,27.71,28.094,28.507,27.136,30.709,31.047,31.468,31.427,30.678,32.795,20.737,21.134,29.57,30.012,19.212
29.455,28.224,27.995,30.284,28.223,27.726,28.072,28.526,27.144,30.693,31.099,31.498,31.465,30.711,32.814,20.687,21.2,29.538,30.02,19.071
29.487,28.235,28.033,30.301,28.237,27.713,28.081,28.516,27.144,30.742,31.126,31.52,31.449,30.662,32.839,20.709,21.057,29.625,30.026,19.088
29.477,28.243,28.011,30.352,28.259,27.732,28.102,28.537,27.117,30.742,31.165,31.547,31.49,30.702,32.836,20.759,21.088,29.658,30.072,19.17
29.422,28.262,28.027,30.309,28.237,27.696,28.094,28.543,27.103,30.766,31.175,31.56,31.49,30.762,32.882,20.726,21.093,29.701,30.102,19.162
29.471,28.363,28.008,30.295,28.261,27.724,28.094,28.548,27.093,30.747,31.211,31.58,31.509,30.754,32.882,20.717,21.035,29.696,30.107,19.137
29.477,28.268,28.071,30.339,28.25,27.743,28.086,28.567,27.068,30.761,31.263,31.593,31.544,30.746,32.934,20.668,20.991,29.674,30.129,19.101
29.507,28.265,28.033,30.404,28.261,27.729,28.067,28.556,27.063,30.783,31.303,31.599,31.549,30.814,32.931,20.687,21.032,29.737,30.143,19.146
29.504,28.317,28.046,30.331,28.267,27.737,27.977,28.57,27.106,30.807,31.339,31.604,31.547,30.828,32.975,20.748,21.233,29.688,30.176,19.068
29.545,28.3,28.044,30.377,28.264,27.743,27.955,28.586,27.098,30.818,31.352,31.669,31.582,30.798,32.977,20.734,21.093,29.758,30.154,19.157
29.534,28.333,28.025,30.38,28.288,27.737,27.974,28.573,27.079,30.837,31.415,31.675,31.604,30.86,33.002,20.737,21.09,29.756,30.176,19.195
29.531,28.303,28.106,30.401,28.291,27.74,27.928,28.605,27.098,30.853,31.461,31.661,31.604,30.931,32.996,20.759,21.167,29.772,30.244,19.231
29.577,28.259,28.098,30.374,28.31,27.748,27.857,28.649,27.117,30.853,31.478,31.721,31.631,30.988,33.021,20.773,21.338,29.783,30.244,19.217
29.553,28.363,28.052,30.478,28.297,27.751,27.773,28.611,27.098,30.875,31.51,31.732,31.661,30.966,33.043,20.728,21.143,29.791,30.312,19.157
29.572,28.355,28.095,30.42,28.343,27.773,27.754,28.638,27.109,30.916,31.568,31.748,31.639,30.977,33.067,20.704,21.09,29.783,30.323,19.181
29.599,28.344,28.09,30.44,28.321,27.745,27.727,28.641,27.084,30.921,31.589,31.756,31.686,31.029,33.07,20.728,21.137,29.832,30.342,19.14
29.61,28.357,28.117,30.415,28.327,27.762,27.713,28.676,27.082,30.94,31.657,31.795,31.699,31.029,33.07,20.679,21.099,29.873,30.404,19.181
29.64,28.36,28.109,30.44,28.327,27.751,27.743,28.682,27.049,30.949,31.704,31.819,31.702,31.024,33.092,20.704,21.115,29.878,30.399,19.179
29.632,28.363,28.144,30.554,28.337,27.762,27.672,28.682,27.063,30.979,31.75,31.827,31.694,31.097,33.089,20.665,21.096,29.894,30.44,19.115
29.637,28.42,28.128,30.543,28.337,27.754,27.631,28.722,27.052,30.984,31.777,31.846,31.726,31.116,33.084,20.662,21.096,29.933,30.434,19.101
29.667,28.409,28.169,30.502,28.343,27.748,27.629,28.747,27.087,31.009,31.84,31.852,31.737,31.184,33.119,20.808,21.33,29.905,30.459,19.041
29.703,28.415,28.196,30.551,28.343,27.781,27.55,28.755,27.09,31.055,31.902,31.849,31.748,31.187,33.127,20.745,21.195,29.93,30.54,19.118
29.667,28.431,28.191,30.619,28.354,27.775,27.541,28.777,27.063,31.06,31.976,31.898,31.765,31.143,33.149,20.717,21.115,29.973,30.54,19.071
29.654,28.619,28.134,30.777,28.348,27.743,27.555,28.823,27.054,31.063,32.069,31.936,31.762,31.149,33.157,20.77,21.165,29.965,30.549,19.107
29.436,28.455,27.967,30.363,28.234,27.539,27.531,28.801,27.027,31.047,32.079,31.914,31.74,31.13,33.168,20.739,21.132,29.992,30.608,19.143
29.332,27.984,27.747,30.478,28.133,27.348,27.482,28.761,27.022,30.989,32.036,31.893,31.737,31.105,33.094,20.759,21.297,29.987,30.576,19.066
29.218,28.11,27.592,30.039,27.992,27.223,27.413,28.668,26.929,30.976,32.017,31.8,31.585,31.081,33.048,20.704,21.11,29.952,30.589,19.055
29.074,27.682,27.404,30.178,27.926,27.032,27.378,28.594,26.888,30.853,31.946,31.784,31.549,30.986,32.977,20.69,21.082,29.992,30.551,19.055
28.981,27.734,27.295,29.797,27.842,26.915,27.302,28.496,26.782,30.826,31.872,31.645,31.479,30.942,32.931,20.665,21.035,29.96,30.554,19.104
28.918,27.671,27.181,29.625,27.738,26.792,27.25,28.404,26.698,30.714,31.823,31.593,31.405,30.896,32.841,20.695,21.052,29.919,30.497,19.184
28.801,27.388,27.023,29.715,27.681,26.681,27.177,28.317,26.649,30.606,31.698,31.509,31.313,30.795,32.735,20.629,21.143,29.884,30.437,19.057
28.69,27.459,26.965,29.41,27.572,26.572,27.136,28.221,26.57,30.502,31.646,31.435,31.201,30.716,32.675,20.679,21.192,29.816,30.412,19.107
28.657,27.129,26.843,29.587,27.521,26.466,26.978,28.14,26.524,30.401,31.546,31.348,31.13,30.588,32.566,20.693,21.253,29.712,30.29,19.066
28.507,27.263,26.761,29.26,27.382,26.411,26.872,27.998,26.396,30.309,31.494,31.234,30.983,30.577,32.509,20.654,21.123,29.617,30.233,19.068
28.488,27.059,26.639,29.397,27.341,26.286,26.771,27.936,26.295,30.203,31.382,31.171,30.872,30.414,32.408,20.618,21.005,29.549,30.184,19.057
28.426,27.165,26.598,29.021,27.303,26.259,26.706,27.778,26.232,30.121,31.276,31.027,30.831,30.378,32.316,20.588,21.027,29.546,30.097,19.146
28.319,26.748,26.459,29.236,27.235,26.125,26.561,27.723,26.172,29.996,31.135,30.951,30.711,30.264,32.199,20.698,21.148,29.448,30.004,19.154
28.248,26.697,26.445,29.172,27.192,26.057,26.474,27.607,26.1,29.882,31.056,30.833,30.651,30.174,32.065,20.701,21.147,29.44,29.979,19.146
28.204,26.697,26.454,29.025,27.094,25.972,26.423,27.525,26,29.824,30.983,30.752,30.531,30.073,32.014,20.665,21.062,29.293,29.879,19.104
28.212,26.683,26.263,28.859,27.053,25.94,26.26,27.408,25.984,29.726,30.839,30.61,30.449,30.071,31.883,20.693,21.205,29.23,29.789,19.124
28.082,26.655,26.224,28.694,26.959,25.85,26.226,27.306,25.856,29.625,30.791,30.541,30.334,29.92,31.852,20.706,21.073,29.183,29.739,19.178
28.026,26.692,26.114,28.586,26.961,25.794,26.198,27.231,25.787,29.52,30.714,30.453,30.241,29.859,31.748,20.675,21.028,29.15,29.725,19.21
28.003,26.584,26.154,28.524,26.915,25.739,26.127,27.155,25.744,29.452,30.601,30.347,30.161,29.824,31.642,20.631,21.01,29.101,29.64,19.249
27.916,26.513,25.985,28.505,26.814,25.674,26.052,27.077,25.638,29.328,30.517,30.276,30.077,29.717,31.584,20.677,21.029,28.961,29.495,19.193
27.867,26.235,25.914,28.584,26.806,25.6,25.911,26.971,25.597,29.262,30.373,30.148,30.044,29.644,31.442,20.649,21.068,28.991,29.471,19.193
27.797,26.138,25.808,28.43,26.723,25.546,25.851,26.898,25.527,29.135,30.285,30.063,29.921,29.562,31.333,20.643,21.113,28.89,29.337,19.212
27.731,26.079,25.743,28.433,26.655,25.439,25.758,26.792,25.467,29.051,30.174,29.962,29.823,29.496,31.259,20.698,21.184,28.743,29.261,19.231
27.704,26.141,25.661,28.28,26.633,25.42,25.663,26.697,25.421,28.964,30.07,29.851,29.728,29.417,31.14,20.709,21.195,28.691,29.166,19.264
