T1,T2,T3,T4,T5,T6,T7,T8,T9,T10,T11,T12,T13,T14,T15,T16,T17,T18,T19,T20
27.655,26.884,26.809,28.448,26.769,26.621,26.97,26.679,25.694,28.269,28.206,28.674,28.788,28.209,29.839,20.833,21.167,27.448,27.736,19.47
27.68,26.858,26.803,28.406,26.78,26.643,27.016,26.716,25.709,28.307,28.251,28.764,28.878,28.268,29.895,20.918,21.167,27.558,27.833,19.547
27.675,26.88,26.794,28.463,26.788,26.654,27.07,26.748,25.739,28.359,28.286,28.788,28.848,28.287,29.927,20.849,21.12,27.571,27.823,19.486
27.683,26.899,26.865,28.507,26.81,26.676,27.095,26.789,25.753,28.381,28.327,28.835,28.9,28.339,29.971,20.866,21.161,27.563,27.833,19.564
27.727,26.931,26.871,28.504,26.829,26.716,27.103,26.806,25.807,28.424,28.338,28.859,28.946,28.369,30.028,20.885,21.23,27.618,27.853,19.363
27.708,26.918,26.895,28.526,26.857,26.73,27.204,26.844,25.851,28.476,28.387,28.889,28.998,28.39,30.069,20.89,21.175,27.653,27.891,19.39
27.778,26.983,26.925,28.526,26.892,26.716,27.231,26.857,25.859,28.501,28.42,28.938,29.02,28.401,30.094,20.849,21.109,27.67,27.934,19.437
27.808,26.994,26.939,28.656,26.878,26.727,27.242,26.898,25.881,28.539,28.436,28.995,29.085,28.469,30.164,20.816,21.112,27.67,27.953,19.475
27.797,26.983,26.95,28.616,26.919,26.776,27.316,26.939,25.897,28.563,28.491,29.025,29.069,28.48,30.181,20.813,21.071,27.724,27.972,19.442
27.825,27.035,26.933,28.605,26.927,26.765,27.392,26.947,25.922,28.596,28.512,29.052,29.15,28.491,30.235,20.841,21.076,27.762,28.013,19.409
27.846,27.008,26.999,28.635,26.933,26.795,27.438,26.993,25.916,28.626,28.537,29.085,29.164,28.524,30.273,20.756,21.004,27.797,28.043,19.365
27.871,27.037,27.012,28.681,26.971,26.823,27.43,26.999,25.949,28.691,28.575,29.104,29.229,28.589,30.311,20.775,21.049,27.806,28.068,19.332
27.898,27.051,26.993,28.711,26.993,26.842,27.427,27.029,25.979,28.705,28.605,29.131,29.265,28.633,30.344,20.745,21.09,27.811,28.089,19.371
27.917,27.086,27.001,28.719,27.014,26.877,27.449,27.078,26.044,28.751,28.632,29.205,29.287,28.624,30.399,20.808,21.087,27.825,28.114,19.437
27.955,27.097,27.069,28.754,27.039,26.872,27.457,27.086,26.061,28.787,28.684,29.197,29.355,28.679,30.431,20.811,21.076,27.857,28.136,19.398
27.955,27.127,27.037,28.782,27.058,26.893,27.512,27.111,26.061,28.833,28.692,29.254,29.39,28.72,30.477,20.769,21.073,27.912,28.179,19.371
27.996,27.171,27.099,28.793,27.053,26.899,27.517,27.146,26.096,28.868,28.746,29.292,29.395,28.728,30.54,20.709,21.032,27.895,28.201,19.324
28.032,27.195,27.056,28.809,27.08,26.907,27.512,27.179,26.093,28.917,28.779,29.338,29.45,28.812,30.57,20.725,20.996,27.923,28.215,19.297
28.01,27.155,27.113,28.869,27.096,26.926,27.563,27.206,26.12,28.928,28.795,29.39,29.485,28.823,30.586,20.775,21.068,27.964,28.234,19.354
28.07,27.217,27.137,28.861,27.11,26.929,27.558,27.23,26.131,28.985,28.845,29.412,29.523,28.848,30.633,20.775,21.076,27.974,28.266,19.352
28.023,27.212,27.113,28.896,27.126,26.961,27.64,27.255,26.197,28.996,28.877,29.436,29.562,28.859,30.682,20.742,21.051,27.994,28.291,19.349
28.121,27.201,27.151,28.95,27.159,26.956,27.678,27.271,26.189,29.045,28.904,29.48,29.581,28.924,30.714,20.775,20.996,28.048,28.329,19.376
28.102,27.217,27.192,28.942,27.194,26.991,27.754,27.301,26.213,29.078,28.953,29.51,29.613,28.891,30.736,20.731,20.996,28.094,28.373,19.324
28.14,27.253,27.191,28.954,27.203,27.018,27.816,27.357,26.233,29.093,28.972,29.562,29.665,28.935,30.788,20.703,20.945,28.111,28.392,19.341
28.151,27.229,27.278,28.965,27.203,27.032,27.846,27.351,26.252,29.134,29.011,29.575,29.703,29.014,30.823,20.753,21.039,28.127,28.416,19.302
28.302,27.39,27.314,29.09,27.253,27.095,27.902,27.415,26.309,29.186,29.064,29.609,29.707,29.044,30.867,20.807,21.187,28.183,28.431,19.284
28.286,27.395,27.28,29.099,27.317,27.098,27.982,27.452,26.34,29.247,29.096,29.677,29.797,29.052,30.929,20.746,21.015,28.253,28.475,19.292
28.286,27.398,27.336,29.092,27.281,27.125,27.95,27.474,26.363,29.27,29.138,29.715,29.826,29.119,30.964,20.704,21.026,28.234,28.537,19.262
28.312,27.455,27.315,29.149,27.345,27.133,27.979,27.526,26.431,29.323,29.198,29.78,29.878,29.164,31.012,20.8,21.161,28.313,28.575,19.358
28.363,27.395,27.394,29.204,27.326,27.144,27.993,27.54,26.442,29.356,29.22,29.807,29.944,29.175,31.05,20.778,21.095,28.356,28.613,19.383
28.339,27.419,27.38,29.177,27.366,27.169,28.002,27.571,26.461,29.416,29.288,29.834,29.97,29.199,31.115,20.778,21.054,28.372,28.656,19.335
28.377,27.428,27.38,29.202,27.4,27.193,28.026,27.583,26.46,29.439,29.297,29.878,29.984,29.248,31.131,20.789,21.059,28.402,28.648,19.358
28.378,27.539,27.364,29.177,27.418,27.201,28.1,27.614,26.51,29.473,29.365,29.908,30.027,29.3,31.191,20.822,21.14,28.473,28.708,19.423
28.386,27.446,27.421,29.264,27.409,27.22,28.1,27.653,26.521,29.487,29.37,29.948,30.084,29.327,31.224,20.8,21.131,28.443,28.713,19.459
28.424,27.465,27.434,29.253,27.448,27.234,28.16,27.683,26.537,29.541,29.411,29.992,30.095,29.33,31.267,20.855,21.189,28.53,28.754,19.341
28.437,27.503,27.443,29.283,27.477,27.242,28.195,27.683,26.575,29.549,29.425,30.016,30.125,29.371,31.284,20.792,21.096,28.519,28.77,19.286
28.47,27.525,27.445,29.324,27.469,27.269,28.163,27.721,26.6,29.587,29.474,30.046,30.18,29.425,31.333,20.772,21.211,28.514,28.803,19.269
28.495,27.585,27.44,29.373,27.513,27.28,28.176,27.748,26.622,29.609,29.504,30.082,30.191,29.425,31.371,20.783,21.189,28.522,28.825,19.338
28.486,27.552,27.44,29.345,27.499,27.291,28.19,27.756,26.66,29.653,29.539,30.128,30.237,29.455,31.39,20.811,21.162,28.587,28.844,19.264
28.514,27.571,27.53,29.397,27.524,27.296,28.239,27.775,26.649,29.664,29.561,30.15,30.248,29.477,31.436,20.86,21.181,28.617,28.898,19.377
28.571,27.62,27.549,29.403,27.565,27.296,28.271,27.802,26.695,29.696,29.591,30.169,30.27,29.471,31.482,20.805,21.148,28.636,28.906,19.371
28.563,27.588,27.584,29.381,27.589,27.326,28.285,27.84,26.679,29.74,29.629,30.229,30.335,29.545,31.526,20.778,21.123,28.65,28.917,19.357
28.598,27.615,27.524,29.454,27.546,27.332,28.244,27.849,26.695,29.764,29.648,30.223,30.365,29.597,31.529,20.77,21.129,28.661,28.964,19.377
28.579,27.618,27.538,29.427,27.6,27.343,28.266,27.876,26.706,29.794,29.7,30.272,30.381,29.564,31.556,20.75,21.065,28.65,28.964,19.338
28.633,27.656,27.549,29.536,27.605,27.348,28.312,27.884,26.728,29.794,29.711,30.294,30.398,29.599,31.586,20.786,21.173,28.688,28.985,19.283
28.606,27.686,27.56,29.46,27.63,27.373,28.35,27.909,26.706,29.838,29.743,30.335,30.408,29.61,31.632,20.778,21.112,28.71,29.032,19.313
28.661,27.68,27.565,29.514,27.635,27.354,28.369,27.949,26.761,29.854,29.773,30.351,30.455,29.635,31.657,20.759,21.107,28.77,29.045,19.324
28.642,27.664,27.625,29.539,27.665,27.395,28.32,27.949,26.769,29.911,29.803,30.387,30.515,29.673,31.7,20.734,21.09,28.729,29.075,19.275
28.718,27.664,27.655,29.596,27.652,27.424,28.32,27.968,26.801,29.936,29.841,30.436,30.534,29.725,31.719,20.753,21.109,28.729,29.086,19.269
28.693,27.705,27.639,29.591,27.674,27.405,28.269,27.993,26.812,29.939,29.874,30.458,30.583,29.733,31.766,20.745,21.162,28.764,29.1,19.225
28.772,27.79,27.63,29.61,27.715,27.405,28.328,28.021,26.854,29.972,29.901,30.504,30.575,29.774,31.795,20.725,21.116,28.849,29.149,19.231
28.765,27.747,27.683,29.672,27.747,27.44,28.335,28.071,26.887,30.006,29.938,30.517,30.63,29.836,31.82,20.808,21.226,28.824,29.165,19.233
28.883,27.826,27.693,29.692,27.783,27.485,28.334,28.063,26.905,30.041,29.985,30.56,30.622,29.812,31.834,20.799,21.206,28.834,29.175,19.268
28.901,27.891,27.807,29.737,27.824,27.509,28.351,28.117,26.947,30.076,30.007,30.607,30.666,29.893,31.861,20.785,21.214,28.834,29.202,19.249
28.936,27.891,27.807,29.745,27.835,27.512,28.398,28.119,26.936,30.085,30.048,30.599,30.696,29.858,31.896,20.801,21.165,28.935,29.276,19.323
28.917,27.904,27.75,29.753,27.835,27.506,28.419,28.149,26.944,30.123,30.083,30.632,30.701,29.877,31.915,20.76,21.126,28.954,29.246,19.268
28.935,27.903,27.784,29.771,27.861,27.553,28.392,28.194,26.993,30.153,30.134,30.716,30.771,29.933,31.996,20.778,21.148,28.973,29.323,19.333
28.929,27.943,27.816,29.853,27.861,27.544,28.365,28.207,26.979,30.189,30.128,30.757,30.803,29.985,32.007,20.817,21.187,29.033,29.345,19.294
28.908,27.872,27.784,29.797,27.909,27.558,28.363,28.221,27.009,30.244,30.2,30.774,30.845,30.02,32.079,20.762,21.128,29.018,29.381,19.306
28.916,27.932,27.783,29.818,27.898,27.558,28.372,28.261,26.994,30.245,30.226,30.826,30.861,30.027,32.123,20.784,21.161,29.037,29.383,19.308
28.979,27.928,27.788,29.817,27.889,27.547,28.323,28.249,27.025,30.282,30.28,30.842,30.915,30.06,32.136,20.803,21.222,29.091,29.429,19.289
28.958,27.983,27.805,29.874,27.9,27.55,28.383,28.282,27.014,30.293,30.312,30.877,30.893,30.084,32.166,20.77,21.093,29.091,29.432,19.291
29.034,27.934,27.775,29.841,27.919,27.574,28.378,28.295,27.033,30.331,30.337,30.91,30.97,30.103,32.193,20.717,21.054,29.17,29.506,19.258
28.979,27.923,27.865,29.896,27.938,27.572,28.348,28.298,27.022,30.334,30.375,30.929,30.975,30.144,32.223,20.698,21.032,29.167,29.53,19.269
29.034,27.936,27.857,29.86,27.949,27.572,28.332,28.32,27.06,30.366,30.402,30.959,30.98,30.169,32.234,20.742,21.112,29.135,29.508,19.28
29.02,27.909,27.827,29.906,27.946,27.583,28.381,28.339,27.052,30.361,30.427,30.981,31.005,30.185,32.283,20.783,21.192,29.211,29.503,19.297
29.05,27.972,27.87,29.896,27.96,27.555,28.391,28.363,27.044,30.404,30.44,31.008,31.013,30.155,32.297,20.803,21.096,29.265,29.566,19.322
29.105,27.972,27.878,29.934,27.981,27.596,28.427,28.355,27.06,30.412,30.484,31.046,31.038,30.166,32.316,20.794,21.093,29.249,29.582,19.22
29.088,27.996,27.818,29.953,27.979,27.591,28.462,28.38,27.071,30.418,30.506,31.043,31.024,30.218,32.351,20.728,20.999,29.26,29.596,19.162
29.086,27.977,27.903,29.961,27.973,27.591,28.435,28.391,27.055,30.41,30.528,31.114,31.076,30.215,32.365,20.682,21.01,29.293,29.62,19.192
29.11,28.01,27.827,29.958,28.006,27.61,28.416,28.407,27.071,30.453,30.566,31.114,31.098,30.269,32.408,20.69,20.991,29.282,29.653,19.225
29.077,28.002,27.881,30.024,27.998,27.618,28.402,28.415,27.058,30.502,30.598,31.133,31.111,30.316,32.436,20.662,21.041,29.29,29.661,19.184
29.148,27.98,27.906,30.032,28.006,27.61,28.334,28.429,27.058,30.502,30.642,31.166,31.185,30.313,32.457,20.646,21.043,29.306,29.683,19.225
29.116,27.991,27.884,30.032,28.025,27.593,28.315,28.44,27.058,30.535,30.661,31.174,31.182,30.305,32.476,20.646,21.035,29.317,29.645,19.137
29.124,28.021,27.857,30.007,28.047,27.599,28.321,28.467,27.06,30.546,30.686,31.228,31.212,30.343,32.515,20.646,21.068,29.342,29.729,19.074
29.151,27.996,27.933,29.999,28.03,27.623,28.293,28.467,27.06,30.565,30.702,31.215,31.22,30.384,32.525,20.624,20.997,29.358,29.77,19.14
29.226,28.048,27.911,30.088,28.061,27.625,28.294,28.481,27.095,30.592,30.749,31.234,31.25,30.438,32.55,20.706,21.136,29.369,29.756,19.107
29.184,28.021,27.916,30.113,28.066,27.623,28.25,28.48,27.096,30.611,30.794,31.296,31.245,30.425,32.572,20.635,21.03,29.399,29.805,19.206
29.211,28.032,27.919,30.094,28.055,27.623,28.25,28.489,27.079,30.603,30.816,31.335,31.302,30.446,32.607,20.638,21.085,29.421,29.77,19.22
29.276,28.147,27.985,30.16,28.137,27.682,28.242,28.531,27.126,30.641,30.862,31.33,31.292,30.476,32.626,20.735,21.143,29.417,29.79,19.254
29.378,28.199,27.976,30.133,28.162,27.7,28.267,28.559,27.145,30.67,30.911,31.368,31.292,30.468,32.645,20.68,21.049,29.436,29.799,19.224
29.321,28.171,27.994,30.166,28.164,27.67,28.274,28.561,27.108,30.669,30.915,31.368,31.303,30.493,32.659,20.697,21.038,29.455,29.864,19.133
29.415,28.171,28.064,30.257,28.178,27.692,28.302,28.58,27.113,30.684,30.968,31.4,31.319,30.531,32.678,20.689,21.016,29.49,29.891,19.111
29.361,28.207,28.055,30.262,28.157,27.692,28.264,28.615,27.124,30.711,31.009,31.432,31.366,30.547,32.711,20.689,21.052,29.458,29.864,19.111
29.413,28.139,28.08,30.219,28.195,27.7,28.202,28.596,27.149,30.738,31.042,31.449,31.398,30.602,32.705,20.694,21.129,29.463,29.888,19.117
29.377,28.245,28.066,30.287,28.203,27.711,28.123,28.607,27.146,30.757,31.082,31.476,31.423,30.632,32.751,20.73,21.151,29.479,29.91,19.086
29.397,28.207,28.087,30.321,28.241,27.727,28.065,28.63,27.177,30.798,31.117,31.521,31.439,30.637,32.792,20.669,21.087,29.498,29.981,19.166
29.39,28.159,27.987,30.278,28.195,27.694,28.077,28.631,27.152,30.805,31.151,31.553,31.522,30.728,32.831,20.724,21.126,29.607,30.03,19.169
29.42,28.231,28.062,30.301,28.214,27.697,28.091,28.662,27.178,30.843,31.197,31.567,31.515,30.755,32.877,20.842,21.192,29.62,30.032,19.325
29.393,28.228,28.077,30.32,28.243,27.719,28.076,28.655,27.202,30.867,31.268,31.64,31.547,30.776,32.907,20.822,21.352,29.652,30.061,19.316
29.412,28.236,28.064,30.353,28.232,27.741,28.021,28.682,27.221,30.87,31.296,31.659,31.577,30.809,32.939,20.819,21.352,29.622,30.086,19.272
29.385,28.258,28.055,30.329,28.248,27.7,28.01,28.693,27.207,30.903,31.331,31.653,31.585,30.795,32.956,20.803,21.154,29.682,30.154,19.151
29.429,28.282,28.034,30.329,28.246,27.708,28.021,28.72,27.186,30.889,31.377,31.683,31.58,30.839,32.964,20.759,21.151,29.72,30.14,19.135
29.391,28.258,28.094,30.397,28.248,27.724,28.027,28.693,27.169,30.903,31.394,31.71,31.61,30.828,32.986,20.767,21.118,29.745,30.184,19.214
29.461,28.176,28.107,30.331,28.276,27.73,28.051,28.704,27.158,30.895,31.448,31.724,31.637,30.882,33.013,20.762,21.206,29.772,30.208,19.234
29.461,28.241,28.094,30.402,28.262,27.743,28.032,28.731,27.167,30.938,31.492,31.768,31.642,30.937,33.01,20.775,21.151,29.78,30.257,19.223
29.519,28.25,28.118,30.337,28.278,27.741,28.016,28.72,27.131,30.927,31.53,31.751,31.683,30.934,33.032,20.836,21.167,29.851,30.334,19.181
29.5,28.279,28.072,30.41,28.276,27.719,28.005,28.756,27.112,30.935,31.56,31.77,31.623,30.978,33.04,20.731,21.055,29.827,30.263,19.154
29.5,28.252,28.091,30.402,28.284,27.732,27.983,28.769,27.107,30.941,31.598,31.776,31.697,30.95,33.07,20.731,21.002,29.856,30.306,19.102
29.508,28.301,28.104,30.418,28.286,27.746,27.901,28.791,27.096,31.014,31.666,31.792,31.729,30.98,33.073,20.641,21.005,29.81,30.32,19.129
29.521,28.326,28.104,30.446,28.303,27.751,27.912,28.791,27.082,30.99,31.699,31.817,31.743,31.073,33.081,20.665,21.06,29.884,30.377,19.132
29.559,28.271,28.118,30.511,28.284,27.741,27.888,28.805,27.112,31.003,31.748,31.825,31.77,31.065,33.095,20.682,21.121,29.881,30.353,19.162
29.502,28.258,28.088,30.484,28.308,27.754,27.893,28.829,27.104,31.023,31.799,31.849,31.738,31.1,33.111,20.767,21.258,29.922,30.396,19.176
29.549,28.362,28.171,30.492,28.352,27.783,27.897,28.856,27.116,31.049,31.847,31.866,31.75,31.108,33.119,20.69,21.037,29.99,30.462,19.082
29.61,28.356,28.174,30.591,28.379,27.796,27.877,28.891,27.114,31.072,31.898,31.905,31.774,31.114,33.144,20.67,21.027,29.934,30.471,19.04
29.662,28.397,28.236,30.6,28.369,27.818,27.784,28.907,27.103,31.099,31.947,31.91,31.788,31.163,33.16,20.612,20.978,29.948,30.526,19.087
29.677,28.452,28.252,30.57,28.399,27.836,27.742,28.931,27.103,31.125,32,31.923,31.81,31.247,33.152,20.623,21.063,29.929,30.553,19.177
29.731,28.517,28.241,30.674,28.405,27.825,27.679,28.953,27.122,31.158,32.071,31.947,31.845,31.234,33.155,20.719,21.19,29.959,30.569,19.18
29.734,28.531,28.205,31.011,28.454,27.822,27.595,28.994,27.16,31.196,32.12,31.952,31.894,31.239,33.165,20.719,21.204,29.989,30.618,19.15
29.625,28.52,28.053,30.548,28.323,27.692,27.586,28.95,27.105,31.196,32.164,31.92,31.818,31.228,33.184,20.67,21.066,30.035,30.651,19.1
29.399,28.174,27.854,30.548,28.179,27.439,27.611,28.956,27.051,31.106,32.166,31.955,31.736,31.116,33.1,20.692,21.016,30.01,30.651,19.1
29.298,27.948,27.702,30.336,28.105,27.305,27.532,28.855,27.029,31.079,32.12,31.852,31.755,31.16,33.07,20.65,21.055,29.991,30.651,19.128
29.135,28.065,27.546,29.99,27.972,27.15,27.456,28.751,26.926,31.019,32.106,31.819,31.603,31.027,33.046,20.615,21.005,29.945,30.629,19.153
29.078,27.907,27.383,29.859,27.882,27.014,27.423,28.664,26.825,30.94,32.06,31.724,31.554,30.986,32.961,20.634,20.992,30.01,30.629,19.084
28.904,27.801,27.22,29.756,27.789,26.894,27.333,28.599,26.765,30.858,31.962,31.661,31.461,30.929,32.896,20.565,20.975,29.874,30.512,19.103
28.823,27.358,27.133,29.88,27.725,26.744,27.199,28.494,26.729,30.764,31.893,31.599,31.46,30.867,32.791,20.591,21.003,29.858,30.497,18.967
28.712,27.213,27.014,29.757,27.656,26.622,27.116,28.428,26.655,30.636,31.796,31.537,31.338,30.771,32.75,20.622,21.021,29.816,30.457,18.992
28.644,27.159,26.917,29.622,27.585,26.532,27.06,28.314,26.572,30.534,31.705,31.482,31.237,30.695,32.659,20.66,21.032,29.816,30.427,19.124
28.552,27.013,26.825,29.501,27.497,26.456,26.93,28.211,26.475,30.486,31.614,31.362,31.199,30.605,32.553,20.632,21.077,29.734,30.339,19.242
28.484,27.212,26.716,29.166,27.404,26.366,26.9,28.072,26.38,30.38,31.563,31.256,31.073,30.548,32.496,20.643,21.066,29.672,30.285,19.171
28.364,27.117,26.64,29.155,27.323,26.273,26.81,27.964,26.282,30.266,31.454,31.144,30.937,30.469,32.403,20.616,20.989,29.552,30.173,19.066
28.318,26.785,26.525,29.275,27.257,26.17,26.698,27.909,26.216,30.146,31.334,31.09,30.858,30.327,32.281,20.591,20.928,29.522,30.127,19.088
28.272,26.864,26.446,28.986,27.214,26.115,26.578,27.759,26.138,30.059,31.225,30.921,30.744,30.281,32.183,20.542,20.917,29.462,30.01,18.997
28.204,26.883,26.367,28.848,27.135,26.042,26.532,27.653,26.012,29.953,31.143,30.818,30.649,30.213,32.112,20.542,20.928,29.421,30.037,19.066
28.127,26.809,26.237,28.79,27.05,25.963,26.404,27.541,25.961,29.86,31.023,30.714,30.529,30.142,32.008,20.575,21.03,29.318,29.931,19.118
28.032,26.605,26.226,28.872,26.971,25.865,26.306,27.443,25.857,29.705,30.945,30.635,30.444,30.057,31.91,20.624,20.994,29.239,29.879,19.19
27.95,26.463,26.098,28.766,26.95,25.78,26.205,27.364,25.824,29.637,30.806,30.507,30.398,29.919,31.774,20.616,21.024,29.198,29.724,19.162
27.914,26.304,26.103,28.813,26.852,25.707,26.145,27.27,25.719,29.499,30.735,30.423,30.257,29.823,31.665,20.597,20.982,29.062,29.626,19.102
27.816,26.26,26.005,28.65,26.782,25.625,26.091,27.172,25.635,29.396,30.61,30.314,30.139,29.72,31.592,20.61,20.952,29.04,29.604,19.146
27.839,26.181,25.936,28.534,26.798,25.594,25.987,27.068,25.6,29.335,30.484,30.19,30.086,29.673,31.469,20.604,20.985,28.974,29.488,19.15
27.838,26.41,25.889,28.372,26.702,25.566,25.881,26.963,25.513,29.267,30.398,30.073,29.95,29.611,31.382,20.62,21.085,28.851,29.399,19.136
27.785,26.072,25.807,28.569,26.687,25.484,25.806,26.903,25.485,29.132,30.269,29.97,29.904,29.516,31.265,20.626,21.077,28.813,29.312,19.169
27.687,25.982,25.755,28.485,26.643,25.383,25.719,26.813,25.393,29.007,30.179,29.905,29.762,29.398,31.156,20.62,20.967,28.69,29.189,19.202
27.648,26.01,25.681,28.411,26.559,25.339,25.643,26.696,25.36,28.903,30.086,29.799,29.716,29.339,31.055,20.684,21.223,28.619,29.126,19.153
27.545,26.217,25.602,28.087,26.458,25.282,25.593,26.587,25.257,28.83,30.032,29.698,29.555,29.219,30.99,20.678,21.094,28.513,29.058,19.263
27.51,26.135,25.556,28.011,26.441,25.255,25.457,26.464,25.178,28.775,29.898,29.567,29.487,29.178,30.906,20.672,21.121,28.442,28.99,19.282
27.469,26.04,25.477,27.918,26.387,25.173,25.359,26.377,25.115,28.658,29.795,29.475,29.4,29.085,30.778,20.604,21.022,28.38,28.911,19.235
27.431,25.936,25.401,27.875,26.322,25.1,25.278,26.304,25.085,28.539,29.653,29.366,29.288,28.987,30.682,20.631,21.017,28.331,28.849,19.194
27.3,25.481,25.379,27.602,26.221,25.015,25.207,26.219,24.968,28.4,29.547,29.265,29.182,28.944,30.554,20.672,20.953,28.252,28.759,19.222
27.36,25.713,25.434,27.768,26.24,25.086,25.12,26.127,24.903,28.323,29.465,29.173,29.087,28.892,30.484,20.667,20.97,28.159,28.663,19.252
27.463,25.838,25.537,27.853,26.286,25.179,25.022,26.067,24.84,28.264,29.378,29.064,29.019,28.805,30.386,20.653,20.975,28.039,28.579,19.304
27.511,25.874,25.619,27.934,26.321,25.271,24.983,26.002,24.801,28.21,29.29,29.02,28.966,28.774,30.338,20.768,21.113,28.11,28.578,19.198
27.504,25.961,25.637,28.002,26.338,25.35,24.918,25.95,24.778,28.146,29.224,28.964,28.977,28.718,30.28,20.732,21.112,28.036,28.513,19.27
27.528,25.996,25.736,28.035,26.36,25.356,24.899,25.915,24.712,28.106,29.172,28.89,28.89,28.696,30.239,20.713,21.018,28.008,28.475,19.193
27.528,25.998,25.763,28.063,26.334,25.416,24.85,25.873,24.684,28.063,29.134,28.865,28.86,28.693,30.182,20.712,21.08,27.926,28.384,19.218
27.512,26.009,25.82,28.061,26.348,25.432,24.76,25.843,24.646,28.044,29.074,28.797,28.83,28.636,30.157,20.696,21.011,27.866,28.349,19.292
27.553,26.066,25.798,28.042,26.389,25.451,24.719,25.804,24.605,27.998,29.033,28.754,28.811,28.612,30.116,20.699,20.997,27.866,28.327,19.328
27.556,26.074,25.812,28.083,26.375,25.473,24.7,25.799,24.569,27.968,28.99,28.702,28.74,28.568,30.1,20.715,20.986,27.798,28.286,19.352
27.575,26.099,25.807,28.039,26.37,25.492,24.659,25.802,24.553,27.93,28.949,28.648,28.77,28.563,30.045,20.729,21.03,27.796,28.262,19.41
27.591,26.115,25.812,28.107,26.351,25.508,24.648,25.772,24.539,27.911,28.9,28.642,28.732,28.598,29.988,20.723,21.154,27.725,28.191,19.259
27.558,26.145,25.809,28.042,26.381,25.508,24.634,25.796,24.545,27.9,28.889,28.612,28.705,28.511,29.975,20.74,21.077,27.76,28.207,19.22
27.558,26.164,25.861,28.077,26.364,25.525,24.645,25.802,24.548,27.859,28.867,28.571,28.667,28.522,29.972,20.721,21.107,27.722,28.161,19.22
27.605,26.184,25.887,28.085,26.403,25.564,24.709,25.798,24.559,27.861,28.83,28.544,28.621,28.508,29.939,20.754,21.034,27.679,28.145,19.333
27.655,26.255,25.938,28.144,26.427,25.574,24.711,25.82,24.579,27.835,28.838,28.524,28.611,28.478,29.912,20.722,20.984,27.694,28.125,19.36
27.709,26.285,25.917,28.171,26.409,25.596,24.769,25.832,24.58,27.825,28.79,28.515,28.619,28.446,29.882,20.761,20.984,27.675,28.133,19.412
27.681,26.277,25.932,28.185,26.417,25.606,24.799,25.86,24.59,27.812,28.769,28.484,28.6,28.448,29.871,20.703,20.962,27.656,28.097,19.36
27.668,26.268,25.97,28.177,26.417,25.601,24.837,25.863,24.584,27.79,28.758,28.484,28.575,28.432,29.877,20.731,20.997,27.666,28.078,19.373
27.646,26.288,25.956,28.155,26.417,25.623,24.861,25.887,24.603,27.793,28.749,28.446,28.578,28.467,29.866,20.722,21.033,27.628,28.073,19.324
27.659,26.277,25.997,28.103,26.414,25.647,24.878,25.898,24.65,27.801,28.728,28.435,28.597,28.454,29.855,20.703,21.017,27.571,28.021,19.346
27.665,26.271,25.992,28.139,26.387,25.626,24.899,25.893,24.644,27.782,28.69,28.432,28.613,28.457,29.822,20.719,21.028,27.568,28.046,19.357
27.681,26.255,25.992,28.161,26.387,25.65,24.929,25.917,24.663,27.79,28.66,28.419,28.545,28.435,29.822,20.755,21.047,27.607,28.051,19.393
27.649,26.268,26,28.212,26.398,25.65,24.957,25.934,24.682,27.763,28.67,28.408,28.532,28.418,29.814,20.755,21.003,27.596,28.056,19.395
27.64,26.32,25.989,28.144,26.414,25.658,25.008,25.964,24.677,27.768,28.649,28.405,28.583,28.421,29.798,20.714,20.964,27.604,28.046,19.354
27.627,26.238,26.054,28.12,26.374,25.65,25.044,25.939,24.715,27.765,28.643,28.394,28.551,28.424,29.814,20.758,21.047,27.574,28.013,19.299
27.6,26.28,26.015,28.119,26.395,25.636,25.079,25.94,24.741,27.76,28.646,28.39,28.556,28.415,29.781,20.76,21.055,27.555,28.013,19.252
27.609,26.271,25.986,28.096,26.381,25.655,25.132,25.96,24.751,27.781,28.632,28.397,28.566,28.415,29.802,20.749,21.041,27.638,28.031,19.293
27.59,26.269,26.017,28.081,26.372,25.683,25.177,25.992,24.783,27.761,28.634,28.419,28.549,28.439,29.794,20.762,21.08,27.579,28.001,19.375
27.58,26.23,26.019,28.064,26.373,25.683,25.225,25.995,24.779,27.775,28.633,28.414,28.615,28.492,29.825,20.787,21.094,27.611,28.028,19.405
27.531,26.289,25.967,28.096,26.359,25.655,25.264,26.022,24.812,27.758,28.611,28.416,28.558,28.487,29.822,20.776,21.074,27.627,28.052,19.353
27.548,26.295,25.918,28.088,26.37,25.683,25.34,26.025,24.82,27.769,28.59,28.384,28.561,28.402,29.839,20.776,21.039,27.6,28.001,19.43
27.539,26.238,25.992,28.088,26.362,25.707,25.359,26.058,24.839,27.767,28.603,28.408,28.571,28.462,29.814,20.732,21.072,27.613,28.014,19.375
27.545,26.249,26.022,28.08,26.346,25.68,25.383,26.055,24.847,27.756,28.587,28.4,28.571,28.438,29.787,20.754,21.041,27.605,27.976,19.355
27.523,26.257,25.954,28.083,26.335,25.699,25.43,26.05,24.874,27.772,28.568,28.392,28.571,28.465,29.768,20.787,21.116,27.581,27.992,19.333
27.529,26.216,26.016,28.053,26.359,25.718,25.427,26.042,24.899,27.78,28.554,28.403,28.561,28.446,29.809,20.74,21.088,27.562,27.963,19.331
